"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M4Q6WJQQ","journalArticle","2021","Asare, Kennedy Opoku; Terhorst, Yannik; Vega, Julio; Peltonen, Ella; Lagerspetz, Eemil; Ferreira, Denzil","Predicting Depression From Smartphone Behavioral Markers Using Machine Learning Methods, Hyperparameter Optimization, and Feature Importance Analysis: Exploratory Study","JMIR mHealth and uHealth","","2291-5222","10.2196/26540","https://mhealth.jmir.org/2021/7/e26540","Background: Depression is a prevalent mental health challenge. Current depression assessment methods using self-reported and clinician-administered questionnaires have limitations. Instrumenting smartphones to passively and continuously collect moment-by-moment data sets to quantify human behaviors has the potential to augment current depression assessment methods for early diagnosis, scalable, and longitudinal monitoring of depression.","2021-07-12","2025-02-06 16:14:25","2025-02-17 18:14:30","2025-02-06 16:14:25","e26540","","7","9","","JMIR Mhealth Uhealth","Predicting Depression From Smartphone Behavioral Markers Using Machine Learning Methods, Hyperparameter Optimization, and Feature Importance Analysis","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/PGF6ZZ2Z/Komarek and Komarkova 2014.pdf; /Users/klj9278/Zotero/storage/J8K32PG7/Opoku Asare et al. - 2021 - Predicting Depression From Smartphone Behavioral Markers Using Machine Learning Methods, Hyperparame.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQAGNN9D","preprint","2022","Siepe, Björn; Sander, Christian; Schultze, Martin; Kliem, Andreas; Ludwig, Sascha; Hegerl, Ulrich; Reich De Paredes, Hanna","Temporal dynamics of depressive symptomatology: An idiographic time series analysis applying network models to patients with depressive disorders","","","","10.31234/osf.io/hnw69","https://osf.io/hnw69","Background: As phenotypes of depressive disorders (DD) are highly heterogenous, a growing number of studies investigate person-specific associations of depressive symptoms in time series data. Most available methods for estimating applicable models rely on the assumption that the associations between variables stay constant over time, which can be unrealistic in clinical contexts. To circumvent this limitation, we used a recently developed technique to estimate time-varying vector autoregressive models. Methods: In daily diary data of 20 participants with DD with a mean length of 274 days (SD = 82.4, range = 154-539), we modeled idiographic associations between core depressive symptoms, rumination, sleep, and quantity and quality of social contacts as idiographic time-varying dynamical networks. Results: Resulting models showed marked inter- as well as intraindividual differences. For some participants, associations between variables changed fast over time, whereas for others they showed more stability. Our results further indicated nonstationarity in all time series. Discussion: Idiographic symptom networks of depression can be of interest to clinicians and researchers as they can capture changes over time and provide detailed insights into the temporal course of mental disorders. Whilst the assumption of stationarity can hinder insights into important change processes, time-varying network models are a promising approach. We discuss limitations, their possible solutions, and recommendations for further use of the modeling technique.","2022-07-13","2025-02-17 17:11:17","2025-02-17 17:11:51","2025-02-17 17:11:17","","","","","","","Temporal dynamics of depressive symptomatology","","","","","PsyArXiv","","en","https://creativecommons.org/licenses/by/4.0/legalcode","","","","DOI.org (Crossref)","","Supplement: https://osf.io/vk2nd/","","/Users/klj9278/Zotero/storage/R7NFDYJX/Siepe et al. - 2022 - Temporal dynamics of depressive symptomatology An idiographic time series analysis applying network.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPHIE3A3","journalArticle","2024","Nemesure, Matthew D.; Collins, Amanda C.; Price, George D.; Griffin, Tess Z; Pillai, Arvind; Nepal, Subigya; Heinz, Michael V.; Lekkas, Damien; Campbell, Andrew T.; Jacobson, Nicholas C.","Depressive symptoms as a heterogeneous and constantly evolving dynamical system: Idiographic depressive symptom networks of rapid symptom changes among persons with major depressive disorder.","Journal of Psychopathology and Clinical Science","","2769-755X, 2769-7541","10.1037/abn0000884","https://doi.apa.org/doi/10.1037/abn0000884","","2024-02","2025-02-17 17:08:34","2025-02-17 17:08:34","2025-02-17 17:08:34","155-166","","2","133","","Journal of Psychopathology and Clinical Science","Depressive symptoms as a heterogeneous and constantly evolving dynamical system","","","","","","","en","http://www.apa.org/pubs/journals/resources/open-access.aspx","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/XRP3TREF/Nemesure et al. - 2024 - Depressive symptoms as a heterogeneous and constantly evolving dynamical system Idiographic depress.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJEM35GP","webpage","","Heller, Aaron","Association between real-world experiential diversity and positive affect relates to hippocampal–striatal functional connectivity | Nature Neuroscience","","","","","https://www.nature.com/articles/s41593-020-0636-4","","","2025-01-21 15:50:58","2025-02-11 16:38:41","2025-01-21 15:50:58","","","","","","","","","","","","","","","","","","","","","","","/Users/klj9278/Zotero/storage/JXDWTXXK/s41593-020-0636-4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69M4QR82","journalArticle","2022","Vidal Bustamante, Constanza M.; Coombs, Garth; Rahimi-Eichi, Habiballah; Mair, Patrick; Onnela, Jukka-Pekka; Baker, Justin T.; Buckner, Randy L.","Fluctuations in behavior and affect in college students measured using deep phenotyping","Scientific Reports","","2045-2322","10.1038/s41598-022-05331-7","https://www.nature.com/articles/s41598-022-05331-7","Abstract             College students commonly experience psychological distress when faced with intensified academic demands and changes in the social environment. Examining the nature and dynamics of students’ affective and behavioral experiences can help us better characterize the correlates of psychological distress. Here, we leveraged wearables and smartphones to study 49 first-year college students continuously throughout the academic year. Affect and sleep, academic, and social behavior showed substantial changes from school semesters to school breaks and from weekdays to weekends. Three student clusters were identified with behavioral and affective dissociations and varying levels of distress throughout the year. While academics were a common stressor for all, the cluster with highest distress stood out by frequent report of social stress. Moreover, the frequency of reporting social, but not academic, stress predicted subsequent clinical symptoms. Two years later, during the COVID-19 pandemic, the first-year cluster with highest distress again stood out by frequent social stress and elevated clinical symptoms. Focus on sustained interpersonal stress, relative to academic stress, might be especially helpful to identify students at heightened risk for psychopathology.","2022-02-04","2025-02-11 16:37:17","2025-02-11 16:37:17","2025-02-11 16:37:17","1932","","1","12","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/8GBGKSQJ/Vidal Bustamante et al. - 2022 - Fluctuations in behavior and affect in college students measured using deep phenotyping.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZPJK4EW","journalArticle","2021","Kiang, Mathew V.; Chen, Jarvis T.; Krieger, Nancy; Buckee, Caroline O.; Alexander, Monica J.; Baker, Justin T.; Buckner, Randy L.; Coombs, Garth; Rich-Edwards, Janet W.; Carlson, Kenzie W.; Onnela, Jukka-Pekka","Sociodemographic characteristics of missing data in digital phenotyping","Scientific Reports","","2045-2322","10.1038/s41598-021-94516-7","https://www.nature.com/articles/s41598-021-94516-7","Abstract             The ubiquity of smartphones, with their increasingly sophisticated array of sensors, presents an unprecedented opportunity for researchers to collect longitudinal, diverse, temporally-dense data about human behavior while minimizing participant burden. Researchers increasingly make use of smartphones for “digital phenotyping,” the collection and analysis of raw phone sensor and log data to study the lived experiences of subjects in their natural environments using their own devices. While digital phenotyping has shown promise in fields such as psychiatry and neuroscience, there are fundamental gaps in our knowledge about data collection and non-collection (i.e., missing data) in smartphone-based digital phenotyping. In this meta-study using individual-level data from six different studies, we examined accelerometer and GPS sensor data of 211 participants, amounting to 29,500 person-days of observation, using Bayesian hierarchical negative binomial regression with study- and user-level random intercepts. Sensitivity analyses including alternative model specification and stratified models were conducted. We found that iOS users had lower GPS non-collection than Android users. For GPS data, rates of non-collection did not differ by race/ethnicity, education, age, or gender. For accelerometer data, Black participants had higher rates of non-collection, but rates did not differ by sex, education, or age. For both sensors, non-collection increased by 0.5% to 0.9% per week. These results demonstrate the feasibility of using smartphone-based digital phenotyping across diverse populations, for extended periods of time, and within diverse cohorts. As smartphones become increasingly embedded in everyday life, the insights of this study will help guide the design, planning, and analysis of digital phenotyping studies.","2021-07-29","2025-02-11 16:37:04","2025-02-11 16:37:04","2025-02-11 16:37:04","15408","","1","11","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/2JR7FT9A/Kiang et al. - 2021 - Sociodemographic characteristics of missing data in digital phenotyping.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQFWWY9B","journalArticle","2023","Beaudoin, Francesca L.; An, Xinming; Basu, Archana; Ji, Yinyao; Liu, Mochuan; Kessler, Ronald C.; Doughtery, Robert F.; Zeng, Donglin; Bollen, Kenneth A.; House, Stacey L.; Stevens, Jennifer S.; Neylan, Thomas C.; Clifford, Gari D.; Jovanovic, Tanja; Linnstaedt, Sarah D.; Germine, Laura T.; Rauch, Scott L.; Haran, John P.; Storrow, Alan B.; Lewandowski, Christopher; Musey, Paul I.; Hendry, Phyllis L.; Sheikh, Sophia; Jones, Christopher W.; Punches, Brittany E.; Kurz, Michael C.; Swor, Robert A.; Murty, Vishnu P.; McGrath, Meghan E.; Hudak, Lauren A.; Pascual, Jose L.; Datner, Elizabeth M.; Chang, Anna M.; Pearson, Claire; Peak, David A.; Merchant, Roland C.; Domeier, Robert M.; Rathlev, Niels K.; Neil, Brian J. O’; Sergot, Paulina; Sanchez, Leon D.; Bruce, Steven E.; Baker, Justin T.; Joormann, Jutta; Miller, Mark W.; Pietrzak, Robert H.; Barch, Deanna M.; Pizzagalli, Diego A.; Sheridan, John F.; Smoller, Jordan W.; Harte, Steven E.; Elliott, James M.; Koenen, Karestan C.; Ressler, Kerry J.; McLean, Samuel A.","Use of serial smartphone-based assessments to characterize diverse neuropsychiatric symptom trajectories in a large trauma survivor cohort","Translational Psychiatry","","2158-3188","10.1038/s41398-022-02289-y","https://www.nature.com/articles/s41398-022-02289-y","Abstract                            The authors sought to characterize adverse posttraumatic neuropsychiatric sequelae (APNS) symptom trajectories across ten symptom domains (pain, depression, sleep, nightmares, avoidance, re-experiencing, anxiety, hyperarousal, somatic, and mental/fatigue symptoms) in a large, diverse, understudied sample of motor vehicle collision (MVC) survivors. More than two thousand MVC survivors were enrolled in the emergency department (ED) and completed a rotating battery of brief smartphone-based surveys over a 2-month period. Measurement models developed from survey item responses were used in latent growth curve/mixture modeling to characterize homogeneous symptom trajectories. Associations between individual trajectories and pre-trauma and peritraumatic characteristics and traditional outcomes were compared, along with associations within and between trajectories. APNS across all ten symptom domains were common in the first two months after trauma. Many risk factors and associations with high symptom burden trajectories were shared across domains. Both across and within traditional diagnostic boundaries, APNS trajectory intercepts, and slopes were substantially correlated. Across all domains, symptom severity in the immediate aftermath of trauma (trajectory intercepts) had the greatest influence on the outcome. An interactive data visualization tool was developed to allow readers to explore relationships of interest between individual characteristics, symptom trajectories, and traditional outcomes (               http://itr.med.unc.edu/aurora/parcoord/               ). Individuals presenting to the ED after MVC commonly experience a broad constellation of adverse posttraumatic symptoms. Many risk factors for diverse APNS are shared. Individuals diagnosed with a single traditional outcome should be screened for others. The utility of multidimensional categorizations that characterize individuals across traditional diagnostic domains should be explored.","2023-01-07","2025-02-11 16:26:30","2025-02-11 16:26:30","2025-02-11 16:26:30","4","","1","13","","Transl Psychiatry","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/XDD48FER/Beaudoin et al. - 2023 - Use of serial smartphone-based assessments to characterize diverse neuropsychiatric symptom trajecto.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T75SHI5J","journalArticle","2023","Valeri, Linda; Rahimi-Eichi, Habiballah; Liebenthal, Einat; Rauch, Scott L.; Schutt, Russell K.; Öngür, Dost; Dixon, Lisa B.; Onnela, Jukka-Pekka; Baker, Justin T.","Intensive longitudinal assessment of mobility, social activity and loneliness in individuals with severe mental illness during COVID-19","Schizophrenia","","2754-6993","10.1038/s41537-023-00383-8","https://www.nature.com/articles/s41537-023-00383-8","","2023-09-20","2025-02-11 16:25:01","2025-02-11 16:25:01","2025-02-11 16:25:01","62","","1","9","","Schizophr","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/KDKBVCKZ/Valeri et al. - 2023 - Intensive longitudinal assessment of mobility, social activity and loneliness in individuals with se.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X7HQNC6M","journalArticle","2022","Piccirillo, Marilyn L.; Rodebaugh, Thomas L.","Personalized networks of social anxiety disorder and depression and implications for treatment","Journal of Affective Disorders","","01650327","10.1016/j.jad.2021.10.034","https://linkinghub.elsevier.com/retrieve/pii/S0165032721011125","Introduction: Social anxiety disorder (SAD) and major depressive disorder (MDD) often co-occur; however, there is limited research evaluating how cognitive-affective and behavioral factors maintain SAD and MDD for specific individuals. Evidence suggests that individuals exhibit symptom-level heterogeneity, necessitating a personspecific approach to assessment and intervention. We compared group and person-specific models of SADMDD comorbidity and hypothesized that individuals would demonstrate person-specific patterns of comorbidity factors that differed from the group. Methods: Cisgender women (N = 35) with SAD and a current or past major depressive episode were recruited. Ages ranged from 18 to 37 years old and a majority of women were White (n = 18; 51.43%). Brief ecological momentary assessment surveys related to SAD-MDD comorbidity were administered five times a day for a month (T = 4,357). Results: Multilevel and person-specific network analyses were used to examine between-, within-, and personspecific patterns. Intra-daily depressed mood demonstrated the strongest connections to other variables and exhibited additional, unexpected temporal effects. All models demonstrated person-specific patterns relevant to SAD-MDD comorbidity. Limitations: These results are descriptive in nature from women with a similar psychiatric profile. Future research integrating intensive EMA and personalized modeling within the context of experimental design is needed to determine the extent to which individuals truly differ from the group. Conclusions: Patterns of SAD-MDD comorbidity varied substantially across women, underscoring the potential for results from person-specific (idiographic) networks to inform the development and implementation of personalized directives for clinical assessment and intervention.","2022-02","2025-02-11 14:57:44","2025-02-11 14:57:44","2025-02-11 14:57:44","262-276","","","298","","Journal of Affective Disorders","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/VFV4GDK3/Piccirillo and Rodebaugh - 2022 - Personalized networks of social anxiety disorder and depression and implications for treatment.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D7YC47FL","journalArticle","2017","Tuarob, Suppawong; Tucker, Conrad S.; Kumara, Soundar; Giles, C. Lee; Pincus, Aaron L.; Conroy, David E.; Ram, Nilam","How are you feeling?: A personalized methodology for predicting mental states from temporally observable physical and behavioral information","Journal of Biomedical Informatics","","15320464","10.1016/j.jbi.2017.02.010","https://linkinghub.elsevier.com/retrieve/pii/S1532046417300357","It is believed that anomalous mental states such as stress and anxiety not only cause suffering for the individuals, but also lead to tragedies in some extreme cases. The ability to predict the mental state of an individual at both current and future time periods could prove critical to healthcare practitioners. Currently, the practical way to predict an individual’s mental state is through mental examinations that involve psychological experts performing the evaluations. However, such methods can be time and resource consuming, mitigating their broad applicability to a wide population. Furthermore, some individuals may also be unaware of their mental states or may feel uncomfortable to express themselves during the evaluations. Hence, their anomalous mental states could remain undetected for a prolonged period of time. The objective of this work is to demonstrate the ability of using advanced machine learning based approaches to generate mathematical models that predict current and future mental states of an individual. The problem of mental state prediction is transformed into the time series forecasting problem, where an individual is represented as a multivariate time series stream of monitored physical and behavioral attributes. A personalized mathematical model is then automatically generated to capture the dependencies among these attributes, which is used for prediction of mental states for each individual. In particular, we ﬁrst illustrate the drawbacks of traditional multivariate time series forecasting methodologies such as vector autoregression. Then, we show that such issues could be mitigated by using machine learning regression techniques which are modiﬁed for capturing temporal dependencies in time series data. A case study using the data from 150 human participants illustrates that the proposed machine learning based forecasting methods are more suitable for high-dimensional psychological data than the traditional vector autoregressive model in terms of both magnitude of error and directional accuracy. These results not only present a successful usage of machine learning techniques in psychological studies, but also serve as a building block for multiple medical applications that could rely on an automated system to gauge individuals’ mental states.","2017-04","2025-02-06 16:15:23","2025-02-06 16:15:23","2025-02-06 16:15:23","1-19","","","68","","Journal of Biomedical Informatics","How are you feeling?","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/KB3QTVCW/Tuarob et al. - 2017 - How are you feeling A personalized methodology for predicting mental states from temporally observ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJ6PFKU9","journalArticle","2024","Amato, Francesco; Jacques, Julien; Prim-Allaz, Isabelle","Clustering longitudinal ordinal data via finite mixture of matrix-variate distributions","Statistics and Computing","","0960-3174, 1573-1375","10.1007/s11222-024-10390-z","https://link.springer.com/10.1007/s11222-024-10390-z","In social sciences, studies are often based on questionnaires asking participants to express ordered responses several times over a study period. We present a model-based clustering algorithm for such longitudinal ordinal data. Assuming that an ordinal variable is the discretization of an underlying latent continuous variable, the model relies on a mixture of matrixvariate normal distributions, accounting simultaneously for within- and between-time dependence structures. The model is thus able to concurrently model the heterogeneity, the association among the responses and the temporal dependence structure. An EM algorithm is developed and presented for parameters estimation, and approaches to deal with some arising computational challenges are outlined. An evaluation of the model through synthetic data shows its estimation abilities and its advantages when compared to competitors. A real-world application concerning changes in eating behaviors during the Covid-19 pandemic period in France will be presented.","2024-04","2025-02-06 16:15:07","2025-02-06 16:15:07","2025-02-06 16:15:07","81","","2","34","","Stat Comput","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/DU2JPZPS/Amato et al. - 2024 - Clustering longitudinal ordinal data via finite mixture of matrix-variate distributions.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9H5FGS52","journalArticle","2016","Wichers, Marieke; Groot, Peter C.; Psychosystems, ESM Group, EWS Group","Critical Slowing Down as a Personalized Early Warning Signal for Depression","Psychotherapy and Psychosomatics","","0033-3190, 1423-0348","10.1159/000441458","https://karger.com/PPS/article/doi/10.1159/000441458","","2016","2025-02-06 16:14:56","2025-02-06 16:14:56","2025-02-06 16:14:56","114-116","","2","85","","Psychother Psychosom","","","","","","","","en","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/4TDAJNI2/Wichers et al. - 2016 - Critical Slowing Down as a Personalized Early Warning Signal for Depression.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGVMQE3K","journalArticle","2023","Schreuder, Marieke J.; Hartman, Catharina A.; Groen, Robin N.; Smit, Arnout C.; Wichers, Marieke; Wigman, Johanna T. W.","Anticipating Transitions in Mental Health in At-Risk Youths: A 6-Month Daily Diary Study Into Early-Warning Signals","Clinical Psychological Science","","2167-7026, 2167-7034","10.1177/21677026221103138","http://journals.sagepub.com/doi/10.1177/21677026221103138","If psychopathology behaves like a complex dynamic system, sudden onset or worsening of symptoms may be preceded by early-warning signals (EWSs). EWSs could thus reflect personalized warning signals for impending psychopathology. We empirically investigated this hypothesis in at-risk youths (N = 122, mean age = 23.6 ± 0.7 years, 57% males) from the clinical cohort of Tracking Adolescents’ Individual Lives Survey (TRAILS-CC), who provided daily emotion assessments for 6 months. We analyzed whether EWSs (rising autocorrelations and standard deviations in emotions) preceded transitions toward psychopathology. Across indicators and a range of analytical options, EWSs had low sensitivity (M = 26%, SD = 11%) and moderate specificity (M = 75%, SD = 14%). Thus, in the present sample, the proposed generic nature and clinical utility of EWSs could not be substantiated. Given this finding, we call for a more nuanced view on the application of complex-dynamic-systems principles to psychopathology and lay out key questions to be addressed in the future.","2023-11","2025-02-06 16:14:55","2025-02-06 16:14:55","2025-02-06 16:14:55","1026-1043","","6","11","","Clinical Psychological Science","Anticipating Transitions in Mental Health in At-Risk Youths","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/WM3FPV4Y/Schreuder et al. - 2023 - Anticipating Transitions in Mental Health in At-Risk Youths A 6-Month Daily Diary Study Into Early-.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45LGRLWN","journalArticle","2016","Robinaugh, Donald J.; Millner, Alexander J.; McNally, Richard J.","Identifying highly influential nodes in the complicated grief network.","Journal of Abnormal Psychology","","1939-1846, 0021-843X","10.1037/abn0000181","https://doi.apa.org/doi/10.1037/abn0000181","Complicated grief can be conceptualized as a network of mutually reinforcing symptoms. Centrality and expected influence indices aim to use the structure of the complicated grief network to identify symptoms that should be especially important to its development and persistence. We found that change in symptoms with high expected influence was more strongly tied to change in the severity of complicated grief than was change in symptoms with low expected influence, suggesting that this index is able to identify symptoms that may play an important role in the etiology and treatment of complicated grief.","2016-08","2025-02-06 16:14:50","2025-02-06 16:14:51","2025-02-06 16:14:50","747-757","","6","125","","Journal of Abnormal Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/PU3TMF3D/Robinaugh et al. - 2016 - Identifying highly influential nodes in the complicated grief network..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8ZBJUSM","journalArticle","2018","Epskamp, Sacha; Waldorp, Lourens J.; Mõttus, René; Borsboom, Denny","The Gaussian Graphical Model in Cross-Sectional and Time-Series Data","Multivariate Behavioral Research","","0027-3171, 1532-7906","10.1080/00273171.2018.1454823","https://www.tandfonline.com/doi/full/10.1080/00273171.2018.1454823","We discuss the Gaussian graphical model (GGM; an undirected network of partial correlation coefficients) and detail its utility as an exploratory data analysis tool. The GGM shows which variables predict one-another, allows for sparse modeling of covariance structures, and may highlight potential causal relationships between observed variables. We describe the utility in three kinds of psychological data sets: data sets in which consecutive cases are assumed independent (e.g., cross-sectional data), temporally ordered data sets (e.g., n = 1time series), and a mixture of the 2 (e.g., n > 1time series). In timeseries analysis, the GGM can be used to model the residual structure of a vector-autoregression analysis (VAR), also termed graphical VAR. Two network models can then be obtained: a temporal network and a contemporaneous network. When analyzing data from multiple subjects, a GGM can also be formed on the covariance structure of stationary means—the between-subjects network. We discuss the interpretation of these models and propose estimation methods to obtain these networks, which we implement in the R packages graphicalVAR and mlVAR. The methods are showcased in two empirical examples, and simulation studies on these methods are included in the supplementary materials.","2018-07-04","2025-02-06 16:14:36","2025-02-06 16:14:36","2025-02-06 16:14:36","453-480","","4","53","","Multivariate Behavioral Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/KGRPG4ZN/Epskamp et al. - 2018 - The Gaussian Graphical Model in Cross-Sectional and Time-Series Data.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59KV9QG5","journalArticle","2020","Wichers, Marieke; Smit, Arnout C.; Snippe, Evelien","Early Warning Signals Based on Momentary Affect Dynamics can Expose Nearby Transitions in Depression: A Confirmatory Single-Subject Time-Series Study","Journal for Person-Oriented Research","","2003-0177, 2002-0244","10.17505/jpor.2020.22042","https://journals.lub.lu.se/jpor/article/view/22042","Background: In complex systems early warning signals such as rising autocorrelation, variance and network connectivity are hypothesized to anticipate relevant shifts in a system. For direct evidence hereof in depression, designs are needed in which early warning signals and symptom transitions are prospectively assessed within an individual. Therefore, this study aimed to detect personalized early warning signals preceding the occurrence of a major symptom transition. Methods: Six singlesubject time-series studies were conducted, collecting frequent observations of momentary affective states during a time-period when participants were at increased risk of a symptom transition. Momentary affect states were reported three times a day over three to six months (95-183 days). Depressive symptoms were measured weekly using the Symptom CheckList-90. Presence of sudden symptom transitions was assessed using change point analysis. Early warning signals were analysed using moving window techniques. Results: As change point analysis revealed a significant and sudden symptom transition in one participant in the studied period, early warning signals were examined in this person. Autocorrelation (r=0·51; p<2.2e-16), and variance (r=0·53; p<2.2e-16) in ‘feeling down’, and network connectivity (r=0·42; p<2.2e-16) significantly increased a month before this transition occurred. These early warnings also preceded the rise in absolute levels of ‘feeling down’ and the participant’s personal indication of risk for transition. Conclusions: This study replicated the findings of a previous study and confirmed the presence of rising early warning signals a month before the symptom transition occurred. Results show the potential of early warning signals to improve personalized risk assessment in the field of psychiatry.","2020-09-10","2025-02-06 16:14:33","2025-02-06 16:14:33","2025-02-06 16:14:33","1-15","","1","6","","jpor","Early Warning Signals Based on Momentary Affect Dynamics can Expose Nearby Transitions in Depression","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/4MKA3526/Wichers et al. - 2020 - Early Warning Signals Based on Momentary Affect Dynamics can Expose Nearby Transitions in Depression.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SUAMDQ7","journalArticle","2017","Fisher, Aaron J.; Reeves, Jonathan W.; Lawyer, Glenn; Medaglia, John D.; Rubel, Julian A.","Exploring the idiographic dynamics of mood and anxiety via network analysis.","Journal of Abnormal Psychology","","1939-1846, 0021-843X","10.1037/abn0000311","https://doi.apa.org/doi/10.1037/abn0000311","This study provides a means by which to model the symptom experiences of individual patients as mathematical networks. Once a network is built, it can be used to understand the experience of each individual.","2017-11","2025-02-06 16:14:31","2025-02-06 16:14:31","2025-02-06 16:14:31","1044-1056","","8","126","","Journal of Abnormal Psychology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/klj9278/Zotero/storage/PGC6GSRX/Fisher et al. - 2017 - Exploring the idiographic dynamics of mood and anxiety via network analysis..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
