"ROW_ID","ROW_VERSION","participant_id","dt_response","week","app_al","app_ct","app_ef","app_md","app_mo","app_pm","app_rx","app_sl","app_wm"
"7799","7","BLUE-00070","2014-10-23 15:05:00+00:00","9","0","0","1","0","0","0","0","0","1"
"7800","7","BLUE-00070","2014-11-20 17:10:00+00:00","13","0","0","1","0","1","0","0","0","1"
"7801","7","BLUE-00072","2014-09-03 20:39:00+00:00","1","0","1","0","0","1","0","1","1","0"
"7802","7","BLUE-00072","2014-10-01 17:02:00+00:00","5","0","1","1","0","1","0","1","0","0"
"7803","7","BLUE-00072","2014-10-29 16:05:00+00:00","9","0","1","1","1","1","0","1","1","0"
"7804","7","BLUE-00072","2014-11-27 16:38:00+00:00","13","0","1","0","0","1","0","1","1","0"
"7805","7","BLUE-00074","2014-09-12 00:04:00+00:00","1","1","1","1","1","1","1","1","1","1"
"7806","7","BLUE-00077","2014-09-13 21:43:00+00:00","1","0","0","1","1","0","0","0","1","1"
"7807","7","BLUE-00077","2014-10-11 13:03:00+00:00","5","0","0","1","1","1","0","1","0","1"
"7808","7","BLUE-00077","2014-11-08 14:16:00+00:00","9","0","0","1","1","1","0","0","0","1"
"7809","7","BLUE-00077","2014-12-06 17:08:00+00:00","13","0","0","1","1","1","0","1","1","1"
"7810","7","BLUE-00079","2014-09-15 15:26:00+00:00","1","0","0","1","1","1","1","1","0","1"
"7811","7","BLUE-00079","2014-10-11 13:18:00+00:00","4","0","0","1","1","0","1","0","0","1"
"7812","7","BLUE-00079","2014-11-08 17:23:00+00:00","8","0","0","1","1","0","1","1","0","0"
"7813","7","BLUE-00079","2014-12-06 14:13:00+00:00","12","0","0","1","1","1","1","1","0","1"
"7814","7","BLUE-00082","2014-09-30 17:37:00+00:00","1","1","1","1","1","1","1","1","1","1"
"7815","7","BLUE-00084","2014-09-27 00:18:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7816","7","BLUE-00086","2014-09-27 17:52:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7817","7","BLUE-00086","2014-10-25 22:04:00+00:00","5","0","0","1","0","0","0","0","0","0"
"7818","7","BLUE-00086","2014-11-22 14:29:00+00:00","9","0","0","1","0","0","0","0","0","0"
"7819","7","BLUE-00086","2014-12-21 23:15:00+00:00","13","0","0","1","0","0","0","0","0","0"
"7820","7","BLUE-00088","2014-09-29 17:58:00+00:00","1","0","1","0","1","0","0","0","0","0"
"7821","7","BLUE-00088","2014-10-27 14:34:00+00:00","5","0","1","0","0","0","0","0","0","0"
"7822","7","BLUE-00090","2014-09-30 14:31:00+00:00","1","0","0","1","0","1","0","0","0","1"
"7823","7","BLUE-00090","2014-10-28 15:30:00+00:00","5","0","0","1","0","1","0","1","0","1"
"7824","7","BLUE-00090","2014-11-25 20:29:00+00:00","9","0","0","1","1","1","0","1","0","1"
"7825","7","BLUE-00090","2014-12-24 00:24:00+00:00","13","0","1","1","1","1","0","0","0","1"
"7826","7","BLUE-00092","2014-09-29 16:12:00+00:00","1","0","0","1","0","0","0","0","1","0"
"7827","7","BLUE-00092","2014-10-27 13:08:00+00:00","5","0","0","1","0","0","0","1","1","1"
"7828","7","BLUE-00092","2014-11-24 16:45:00+00:00","9","0","0","1","0","0","0","0","1","1"
"7829","7","BLUE-00092","2014-12-22 15:03:00+00:00","13","0","0","1","0","0","0","1","1","1"
"7830","7","BLUE-00093","2014-09-29 16:24:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7831","7","BLUE-00093","2014-10-27 16:12:00+00:00","5","0","0","1","1","0","0","0","0","1"
"7832","7","BLUE-00093","2014-11-24 15:30:00+00:00","9","0","1","1","0","1","0","0","0","1"
"7833","7","BLUE-00093","2014-12-22 18:49:00+00:00","13","0","0","1","0","1","0","0","0","1"
"7834","7","BLUE-00094","2014-09-29 17:09:00+00:00","1","0","0","1","0","0","0","0","0","0"
"7835","7","BLUE-00094","2014-10-27 16:08:00+00:00","5","0","1","1","0","0","0","0","0","1"
"7836","7","BLUE-00094","2014-11-24 17:06:00+00:00","9","0","0","1","0","0","0","1","0","1"
"7837","7","BLUE-00094","2014-12-23 23:52:00+00:00","13","0","1","1","0","1","0","1","1","1"
"7838","7","BLUE-00095","2014-09-30 09:11:00+00:00","1","0","0","1","0","0","0","0","1","1"
"7839","7","BLUE-00096","2014-10-07 13:11:00+00:00","2","0","0","1","0","0","0","0","0","1"
"7840","7","BLUE-00096","2014-10-28 13:36:00+00:00","5","0","1","0","0","1","0","0","0","1"
"7841","7","BLUE-00096","2014-11-25 16:07:00+00:00","9","0","0","0","0","1","0","1","0","1"
"7842","7","BLUE-00097","2014-09-30 18:41:00+00:00","1","0","0","1","1","0","0","0","0","1"
"7843","7","BLUE-00097","2014-10-29 00:45:00+00:00","5","0","0","1","0","0","0","0","0","0"
"7844","7","BLUE-00099","2014-09-30 22:09:00+00:00","1","0","0","1","0","0","0","1","0","0"
"7845","7","BLUE-00100","2014-10-03 01:52:00+00:00","1","0","0","1","0","0","0","0","0","0"
"7846","7","BLUE-00101","2014-10-04 16:16:00+00:00","1","0","1","0","0","0","0","1","1","0"
"7847","7","BLUE-00102","2014-10-05 04:36:00+00:00","1","0","0","0","1","0","0","0","0","0"
"7848","7","BLUE-00102","2014-11-02 15:36:00+00:00","5","0","0","1","0","0","0","0","0","0"
"7849","7","BLUE-00102","2014-11-30 18:03:00+00:00","9","0","1","0","0","0","0","1","0","1"
"7850","7","BLUE-00102","2014-12-28 21:32:00+00:00","13","0","0","1","0","0","0","0","0","1"
"7851","7","BLUE-00104","2014-10-04 19:11:00+00:00","1","0","0","0","0","0","0","0","1","0"
"7852","7","BLUE-00104","2014-11-02 16:00:00+00:00","5","0","0","0","0","0","0","0","1","1"
"7853","7","BLUE-00104","2014-11-29 21:42:00+00:00","9","0","1","0","0","0","0","0","1","0"
"7854","7","BLUE-00105","2014-10-06 11:27:00+00:00","1","0","0","0","1","0","0","0","0","0"
"7855","7","BLUE-00105","2014-11-03 15:02:00+00:00","5","0","0","1","1","1","0","1","0","1"
"7856","7","BLUE-00105","2014-12-02 02:05:00+00:00","9","0","0","1","0","0","0","1","0","1"
"7857","7","BLUE-00105","2014-12-30 01:27:00+00:00","13","0","0","1","0","0","0","1","1","0"
"7858","7","BLUE-00106","2014-10-07 23:34:00+00:00","1","0","0","1","0","0","0","0","0","0"
"7859","7","BLUE-00107","2014-10-08 19:07:00+00:00","1","0","0","1","0","0","0","1","1","1"
"7860","7","BLUE-00107","2014-11-05 16:20:00+00:00","5","0","1","1","0","0","0","1","0","1"
"7861","7","BLUE-00107","2014-12-04 00:26:00+00:00","9","0","0","1","0","0","0","1","1","1"
"7862","7","BLUE-00108","2014-10-08 03:47:00+00:00","1","0","0","0","0","0","0","1","1","0"
"7863","7","BLUE-00110","2014-10-09 03:01:00+00:00","1","0","0","1","0","0","0","0","1","1"
"7864","7","BLUE-00111","2014-10-10 14:08:00+00:00","1","0","0","1","0","0","0","0","0","0"
"7865","7","BLUE-00111","2014-11-10 03:06:00+00:00","5","0","1","0","0","1","0","1","1","0"
"7866","7","BLUE-00112","2014-10-09 16:47:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7867","7","BLUE-00112","2014-11-06 15:34:00+00:00","5","0","1","1","0","1","1","1","1","1"
"7868","7","BLUE-00113","2014-10-09 16:29:00+00:00","1","0","0","0","0","0","0","0","0","1"
"7869","7","BLUE-00113","2014-11-06 18:52:00+00:00","5","0","0","1","0","0","0","0","0","1"
"7870","7","BLUE-00113","2014-12-05 14:37:00+00:00","9","0","0","1","0","0","0","0","0","1"
"7871","7","BLUE-00114","2014-10-12 03:41:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7872","7","BLUE-00115","2014-10-09 22:44:00+00:00","0","0","0","0","0","0","0","0","0","0"
"7873","7","BLUE-00115","2014-11-06 15:06:00+00:00","4","0","0","0","0","0","0","0","0","1"
"7874","7","BLUE-00115","2014-12-04 15:02:00+00:00","8","0","0","0","0","0","0","0","0","0"
"7875","7","BLUE-00115","2015-01-01 19:31:00+00:00","12","0","0","0","0","1","0","0","0","0"
"7876","7","BLUE-00119","2014-10-11 16:12:00+00:00","1","0","0","1","0","0","0","1","1","0"
"7877","7","BLUE-00119","2014-11-08 16:09:00+00:00","5","0","0","0","0","0","0","1","1","0"
"7878","7","BLUE-00119","2014-12-06 17:14:00+00:00","9","0","0","0","0","1","0","1","1","0"
"7879","7","BLUE-00119","2015-01-03 14:45:00+00:00","13","0","0","0","0","1","0","1","1","0"
"7880","7","BLUE-00120","2014-10-14 10:51:00+00:00","1","0","0","0","0","0","0","1","1","0"
"7881","7","BLUE-00121","2014-10-14 15:38:00+00:00","1","0","0","1","0","0","0","1","0","0"
"7882","7","BLUE-00122","2014-10-15 22:11:00+00:00","1","0","0","1","0","0","0","0","1","1"
"7883","7","BLUE-00122","2014-11-12 14:17:00+00:00","5","0","1","1","0","1","0","1","0","1"
"7884","7","BLUE-00122","2014-12-10 14:08:00+00:00","9","0","0","1","0","0","0","0","0","1"
"7885","7","BLUE-00122","2015-01-08 00:33:00+00:00","13","0","0","1","0","0","0","0","0","1"
"7886","7","BLUE-00123","2014-10-18 03:34:00+00:00","1","0","0","1","1","1","0","0","1","1"
"7887","7","BLUE-00123","2014-11-12 03:29:00+00:00","5","0","0","0","1","1","0","0","0","1"
"7888","7","BLUE-00125","2014-10-14 13:05:00+00:00","1","0","0","1","0","1","1","1","1","1"
"7889","7","BLUE-00125","2014-11-11 19:57:00+00:00","5","0","0","1","0","1","0","1","1","1"
"7890","7","BLUE-00125","2014-12-09 15:08:00+00:00","9","0","0","1","0","1","0","1","1","1"
"7891","7","BLUE-00125","2015-01-06 16:26:00+00:00","13","0","0","1","0","1","0","1","1","1"
"7892","7","BLUE-00126","2014-10-14 16:04:00+00:00","1","0","1","1","1","1","0","1","0","0"
"7893","7","BLUE-00126","2014-11-11 16:03:00+00:00","5","0","1","1","1","1","0","0","0","0"
"7894","7","BLUE-00127","2014-10-15 05:40:00+00:00","1","0","1","0","0","1","0","1","1","0"
"7895","7","BLUE-00128","2014-10-14 11:36:00+00:00","1","0","0","0","0","0","0","0","1","1"
"7896","7","BLUE-00129","2014-10-14 13:04:00+00:00","1","0","0","1","0","0","0","1","1","0"
"7897","7","BLUE-00129","2014-11-11 16:02:00+00:00","5","0","0","0","0","1","0","0","1","0"
"7898","7","BLUE-00132","2014-10-18 20:01:00+00:00","1","0","1","1","0","0","0","1","1","0"
"7899","7","BLUE-00133","2014-10-19 18:07:00+00:00","1","0","0","1","1","0","0","0","0","1"
"7900","7","BLUE-00133","2014-11-17 04:21:00+00:00","5","0","0","1","0","0","0","0","0","1"
"7901","7","BLUE-00134","2014-10-31 15:31:00+00:00","1","0","0","0","1","1","0","1","0","0"
"7902","7","BLUE-00135","2014-10-31 12:02:00+00:00","1","0","1","1","1","0","0","0","0","1"
"7903","7","BLUE-00142","2014-11-05 19:52:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7904","7","BLUE-00144","2014-11-12 16:06:00+00:00","1","0","1","0","0","0","0","0","0","0"
"7905","7","BLUE-00146","2014-11-14 23:42:00+00:00","0","0","0","0","1","0","0","0","0","0"
"7906","7","BLUE-00147","2014-11-16 00:51:00+00:00","1","0","0","1","0","0","1","0","0","1"
"7907","7","BLUE-00148","2014-11-16 02:04:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7908","7","BLUE-00148","2014-12-14 15:00:00+00:00","5","0","0","1","0","0","0","0","0","1"
"7909","7","BLUE-00148","2015-01-11 19:18:00+00:00","9","0","0","1","0","0","0","0","1","1"
"7910","7","BLUE-00148","2015-02-08 18:27:00+00:00","13","0","0","1","0","0","0","1","1","1"
"7911","7","BLUE-00149","2014-11-19 04:46:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7912","7","BLUE-00149","2014-12-17 14:45:00+00:00","5","0","1","1","0","0","0","0","0","1"
"7913","7","BLUE-00149","2015-01-15 01:31:00+00:00","9","0","1","0","0","0","0","0","0","0"
"7914","7","BLUE-00150","2014-11-24 21:28:00+00:00","1","0","0","1","1","0","0","0","1","1"
"7915","7","BLUE-00152","2014-11-27 14:06:00+00:00","1","0","0","1","1","0","1","0","1","0"
"7916","7","BLUE-00154","2014-12-02 23:24:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7917","7","BLUE-00157","2014-12-02 17:43:00+00:00","1","0","0","1","0","0","0","1","0","1"
"7918","7","BLUE-00158","2014-12-02 06:18:00+00:00","1","0","0","1","0","0","0","1","1","0"
"7919","7","BLUE-00159","2014-12-02 15:01:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7920","7","BLUE-00159","2014-12-30 20:15:00+00:00","5","0","0","0","0","0","0","0","0","0"
"7921","7","BLUE-00159","2015-01-27 15:07:00+00:00","9","0","0","0","0","0","0","0","0","0"
"7922","7","BLUE-00159","2015-02-25 11:45:00+00:00","13","0","1","0","0","0","0","0","0","0"
"7923","7","BLUE-00162","2014-12-02 08:18:00+00:00","1","0","0","0","1","0","0","0","0","0"
"7924","7","BLUE-00162","2014-12-31 01:13:00+00:00","5","0","0","0","0","0","0","0","0","0"
"7925","7","BLUE-00162","2015-01-27 17:10:00+00:00","9","0","0","0","0","0","0","0","0","0"
"7926","7","BLUE-00162","2015-02-24 17:23:00+00:00","13","0","0","0","0","0","0","0","0","0"
"7927","7","BLUE-00164","2014-12-04 12:35:00+00:00","1","0","0","1","0","0","0","1","1","1"
"7928","7","BLUE-00164","2015-01-02 13:40:00+00:00","5","0","1","1","0","0","0","0","1","1"
"7929","7","BLUE-00165","2014-12-04 20:12:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7930","7","BLUE-00165","2015-01-02 15:12:00+00:00","5","0","1","1","1","0","0","0","1","1"
"7931","7","BLUE-00165","2015-01-29 14:05:00+00:00","9","0","1","1","0","0","0","0","1","0"
"7932","7","BLUE-00165","2015-02-26 14:04:00+00:00","13","0","1","1","1","1","0","1","1","1"
"7933","7","BLUE-00166","2014-12-03 22:35:00+00:00","1","0","0","0","0","0","0","1","0","0"
"7934","7","BLUE-00168","2014-12-05 03:17:00+00:00","1","0","0","1","0","0","0","1","1","0"
"7935","7","BLUE-00168","2015-01-03 04:23:00+00:00","5","0","0","0","0","1","0","0","0","0"
"7936","7","BLUE-00168","2015-01-30 15:03:00+00:00","9","0","0","0","0","1","0","0","0","0"
"7937","7","BLUE-00168","2015-02-27 15:21:00+00:00","13","0","0","0","0","1","0","0","0","0"
"7938","7","BLUE-00169","2014-12-05 13:07:00+00:00","1","0","1","1","1","1","1","1","1","1"
"7939","7","BLUE-00170","2014-12-06 13:14:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7940","7","BLUE-00170","2015-01-03 14:21:00+00:00","5","0","0","0","0","0","0","0","0","0"
"7941","7","BLUE-00170","2015-01-31 15:21:00+00:00","9","0","0","1","0","0","0","0","0","0"
"7942","7","BLUE-00170","2015-02-28 16:01:00+00:00","13","0","0","1","0","0","0","0","0","0"
"7943","7","BLUE-00172","2014-12-05 20:22:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7944","7","BLUE-00172","2015-01-03 06:40:00+00:00","5","0","0","1","0","0","0","0","0","0"
"7945","7","BLUE-00172","2015-01-31 03:38:00+00:00","9","0","0","1","0","1","0","1","0","0"
"7946","7","BLUE-00172","2015-02-27 16:28:00+00:00","13","0","0","0","1","1","0","0","0","1"
"7947","7","BLUE-00173","2014-12-05 18:13:00+00:00","1","0","0","1","0","0","0","0","0","0"
"7948","7","BLUE-00174","2014-12-10 18:13:00+00:00","1","0","0","1","0","1","0","0","1","0"
"7949","7","BLUE-00174","2015-02-05 02:48:00+00:00","9","0","0","1","0","0","0","1","1","0"
"7950","7","BLUE-00175","2014-12-10 02:31:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7951","7","BLUE-00175","2015-01-07 14:01:00+00:00","5","0","0","1","0","0","0","0","0","1"
"7952","7","BLUE-00175","2015-02-04 14:17:00+00:00","9","0","0","1","0","0","0","0","1","0"
"7953","7","BLUE-00175","2015-03-04 16:00:00+00:00","13","0","0","1","0","0","0","0","0","0"
"7954","7","BLUE-00176","2014-12-10 02:10:00+00:00","1","0","0","0","0","0","0","0","0","0"
"7955","7","BLUE-00176","2015-01-08 00:17:00+00:00","5","0","0","0","0","0","0","0","1","0"
"7956","7","BLUE-00176","2015-02-04 18:39:00+00:00","9","0","1","0","0","1","0","0","0","0"
"7957","7","BLUE-00177","2014-12-10 02:28:00+00:00","1","0","0","1","0","0","0","0","0","0"
"7958","7","BLUE-00177","2015-01-07 17:01:00+00:00","5","0","0","0","0","0","0","1","0","0"
"7959","7","BLUE-00177","2015-02-04 17:01:00+00:00","9","0","0","1","0","0","0","0","0","1"
"7960","7","BLUE-00177","2015-03-04 17:02:00+00:00","13","0","0","0","0","0","0","1","0","0"
"7961","7","BLUE-00178","2014-12-10 02:07:00+00:00","1","0","0","0","0","0","0","1","1","0"
"7962","7","BLUE-00178","2015-01-07 16:00:00+00:00","5","0","0","1","0","1","0","1","1","0"
"7963","7","BLUE-00178","2015-02-04 15:48:00+00:00","9","0","0","0","0","0","0","1","1","0"
"7964","7","BLUE-00178","2015-03-04 15:37:00+00:00","13","0","0","0","0","0","0","0","0","0"
"7965","7","BLUE-00179","2014-12-15 20:33:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7966","7","BLUE-00179","2015-01-12 14:02:00+00:00","5","0","0","1","0","0","0","0","0","1"
"7967","7","BLUE-00179","2015-02-09 14:02:00+00:00","9","0","0","1","1","0","0","0","0","1"
"7968","7","BLUE-00179","2015-03-09 18:18:00+00:00","13","0","0","1","0","0","0","0","0","0"
"7969","7","BLUE-00180","2014-12-16 03:57:00+00:00","1","0","0","1","0","0","0","1","0","1"
"7970","7","BLUE-00181","2014-12-15 23:43:00+00:00","1","0","0","0","1","0","0","0","1","1"
"7971","7","BLUE-00183","2014-12-15 21:18:00+00:00","0","0","1","1","0","0","0","1","0","0"
"7972","7","BLUE-00183","2015-01-12 14:49:00+00:00","4","0","1","1","0","1","0","1","0","0"
"7973","7","BLUE-00183","2015-02-09 17:07:00+00:00","8","0","0","0","0","1","0","0","0","0"
"7974","7","BLUE-00183","2015-03-09 15:07:00+00:00","12","0","1","0","0","1","0","1","0","0"
"7975","7","BLUE-00184","2014-12-15 21:01:00+00:00","1","0","0","1","0","1","0","1","0","1"
"7976","7","BLUE-00185","2014-12-18 22:29:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7977","7","BLUE-00185","2015-01-15 14:16:00+00:00","5","0","0","1","0","0","0","0","0","1"
"7978","7","BLUE-00185","2015-02-13 04:56:00+00:00","9","0","0","1","0","0","0","0","0","1"
"7979","7","BLUE-00186","2015-01-06 02:21:00+00:00","3","0","0","1","0","0","0","0","0","0"
"7980","7","BLUE-00186","2015-02-03 19:52:00+00:00","7","0","0","1","0","0","0","0","0","0"
"7981","7","BLUE-00186","2015-03-03 17:55:00+00:00","11","0","0","1","0","0","0","0","0","0"
"7982","7","BLUE-00186","2015-03-31 22:33:00+00:00","15","0","1","1","0","1","0","1","1","1"
"7983","7","BLUE-00187","2015-01-11 03:35:00+00:00","2","0","0","0","0","0","0","0","0","0"
"7984","7","BLUE-00187","2015-02-09 04:09:00+00:00","6","0","0","0","0","0","0","0","0","0"
"7985","7","BLUE-00187","2015-03-09 13:20:00+00:00","10","0","0","1","0","0","0","1","0","0"
"7986","7","BLUE-00189","2015-01-16 20:06:00+00:00","1","0","0","1","0","0","0","0","0","1"
"7987","7","BLUE-00189","2015-03-15 13:03:00+00:00","9","0","0","1","0","0","0","0","0","0"
"7988","7","BLUE-00191","2015-01-21 16:57:00+00:00","1","0","1","1","0","0","0","0","0","0"
"7989","7","BLUE-00191","2015-02-19 20:30:00+00:00","5","0","0","0","0","1","0","0","0","0"
"7990","7","BLUE-00191","2015-03-20 03:04:00+00:00","10","0","0","0","0","1","0","0","0","1"
"7991","7","BLUE-00192","2015-01-20 16:01:00+00:00","1","0","1","1","0","1","0","0","1","0"
"7992","7","BLUE-00192","2015-02-17 15:18:00+00:00","5","0","0","1","0","0","0","1","1","1"
"7993","7","BLUE-00192","2015-03-17 15:24:00+00:00","9","0","0","1","0","0","0","1","1","1"
"7994","7","BLUE-00192","2015-04-14 14:11:00+00:00","13","0","0","1","0","0","0","1","1","1"
"7995","7","BLUE-00193","2015-01-20 16:56:00+00:00","1","0","0","1","0","0","0","0","0","0"
"7996","7","BLUE-00194","2015-01-19 19:35:00+00:00","1","0","1","0","0","1","0","1","0","0"
"7997","7","BLUE-00194","2015-02-17 15:54:00+00:00","5","0","1","0","0","1","1","1","0","0"
"7998","7","BLUE-00194","2015-04-15 03:19:00+00:00","13","1","1","1","1","1","1","1","1","1"
"7999","7","BLUE-00195","2015-01-20 14:33:00+00:00","1","0","0","1","0","0","0","0","1","1"
"8000","7","BLUE-00195","2015-02-19 14:09:00+00:00","5","0","0","1","0","0","0","0","1","1"
"8001","7","BLUE-00199","2015-01-20 01:37:00+00:00","1","0","0","0","0","0","0","0","0","0"
"8002","7","BLUE-00204","2015-01-26 19:24:00+00:00","1","0","0","0","0","1","0","1","1","1"
"8003","7","BLUE-00204","2015-02-23 19:08:00+00:00","5","0","0","0","0","1","0","0","0","0"
"8004","7","BLUE-00204","2015-03-23 19:37:00+00:00","9","0","0","0","0","1","0","0","1","0"
"8005","7","BLUE-00205","2015-01-27 02:59:00+00:00","1","0","1","1","0","1","0","1","1","0"
"8006","7","BLUE-00205","2015-02-24 17:21:00+00:00","5","0","1","1","0","1","0","1","1","0"
"8007","7","BLUE-00205","2015-03-24 13:00:00+00:00","9","0","0","0","0","1","0","1","0","0"
"8008","7","BLUE-00205","2015-04-21 15:45:00+00:00","13","0","1","0","1","1","0","1","0","0"
"8009","7","BLUE-00206","2015-01-27 02:26:00+00:00","1","0","0","0","0","1","0","1","0","0"
"8010","7","BLUE-00206","2015-02-26 14:31:00+00:00","5","0","0","1","0","1","0","0","0","0"
"8011","7","BLUE-00206","2015-03-24 14:00:00+00:00","9","0","1","1","0","1","0","0","0","0"
"8012","7","BLUE-00210","2015-04-16 15:03:00+00:00","1","0","0","1","0","0","0","0","0","1"
"8013","7","BLUE-00210","2015-05-14 18:22:00+00:00","1","0","0","1","0","0","0","0","0","1"
